100,SP-2435,Solar Panel 2435,,,2010-12-16 00:00:00,1.05,,,,,,,,190,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
101,SP-2436,Solar Panel 2436,,,2010-12-16 00:00:00,1.05,,,,,,,,190,45,OPERATIONAL,0101000020E6100000A4703D0AD7A304C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
102,SP-2437,Solar Panel 2437,,,2010-12-20 00:00:00,1.62,,,,,,,,215,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
103,SP-2438,Solar Panel 2438,,,2010-12-20 00:00:00,1.8,,,,,,,,150,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
104,SP-2439,Solar Panel 2439,,,2010-12-20 00:00:00,2.88,,,,,,,,150,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
105,SP-2440,Solar Panel 2440,,,2011-01-07 00:00:00,3.78,,,,,,,,150,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
106,SP-2441,Solar Panel 2441,,,2011-01-19 00:00:00,1.8,,,,,,,,150,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
107,SP-2442,Solar Panel 2442,,,2011-06-16 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
108,SP-2443,Solar Panel 2443,,,2010-12-24 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
109,SP-2444,Solar Panel 2444,,,2011-02-03 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
110,SP-2445,Solar Panel 2445,,,2010-12-24 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
111,SP-2446,Solar Panel 2446,,,2011-02-03 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
112,SP-2447,Solar Panel 2447,,,2010-12-24 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
113,SP-2448,Solar Panel 2448,,,2010-12-24 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
114,SP-2449,Solar Panel 2449,,,2010-12-24 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
115,SP-2450,Solar Panel 2450,,,2010-12-24 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
116,SP-2451,Solar Panel 2451,,,2010-12-24 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
117,SP-2452,Solar Panel 2452,,,2011-02-01 00:00:00,1.05,,,,,,,,150,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
118,SP-2453,Solar Panel 2453,,,2011-01-28 00:00:00,1.62,,,,,,,,135,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
119,SP-2454,Solar Panel 2454,,,2011-01-21 00:00:00,2.52,,,,,,,,215,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
120,SP-2455,Solar Panel 2455,,,2011-01-21 00:00:00,1.62,,,,,,,,215,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
121,SP-2456,Solar Panel 2456,,,2011-01-21 00:00:00,1.8,,,,,,,,135,45,OPERATIONAL,0101000020E6100000CDCCCCCCCCCCF4BF48E17A14AE874940,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
